Trace,Scenario,TraceNumber,Median,Max,Min,SD,IQR,MaxDroughtLength,Driest10yr,Wettest10yr,demand,mead,powell,InitCombinedStorage,Neuron,Cluster
4954,npc_cmip3,4657,10.60760339,18.49406623,6.782493749,3.001068146,1.254940375,10,9.356967947,12.35057121,5.838884181,1111.439456,3659.325113,30.26708546,11,9
4957,npc_cmip3,4660,10.95594068,18.49429423,6.782505749,3.076788025,3.484884213,8,10.22965297,12.26074503,4.936291277,1097.299456,3657.324934,28.72356843,8,6
4983,npc_cmip3,4686,10.88906608,17.59916126,6.782529749,2.758008958,1.501659862,17,9.067430046,12.11684907,5.246765772,1060.835273,3593.108271,18.86912001,11,9
5011,npc_cmip3,4714,10.52822314,14.10426484,7.943031772,1.358174933,1.5794422,30,10.17188854,11.53273056,4.801555971,1006.644555,3556.87434,12.4239207,39,10
5015,npc_cmip3,4718,12.30164306,23.28577733,9.133913897,3.15781293,2.766002575,8,12.08277375,13.89288886,5.427945845,1088.594544,3621.032933,23.75350118,21,3
5051,npc_cmip3,4754,12.22897013,20.6226593,8.198020027,3.141216243,4.15796106,4,12.36560884,14.06734049,4.624357275,1072.168252,3592.823454,19.73047865,19,3
5056,npc_cmip3,4759,12.05130088,20.6223353,8.197876028,3.385068865,5.752142477,7,11.86567912,14.11022453,4.700092891,1071.214775,3637.883433,24.16049266,3,2
5059,npc_cmip3,4762,12.66581159,20.6223713,9.364029986,3.167915671,5.050975395,4,12.82368107,14.95845667,4.953760783,1090.285691,3665.597952,29.18868418,3,2
5071,npc_cmip3,4774,12.46559681,19.06217449,9.364089986,2.969061164,5.841549755,5,12.71528427,14.57515836,4.843690511,1103.731302,3663.381718,30.08435571,5,4
5132,npc_cmip3,4835,14.43846797,19.9873133,6.729506838,3.262768259,2.793020103,4,13.07620038,15.45862075,5.627967721,1025.631964,3558.142573,13.67748334,33,3
5136,npc_cmip3,4839,13.59014775,19.9874333,9.420881493,2.803455055,4.015417812,10,11.86054215,15.24883136,5.874627154,998.0013403,3529.403025,10.16493785,51,7
5149,npc_cmip3,4852,15.28094329,22.03861685,8.947488725,4.290656659,7.834065405,3,13.70249341,16.44559211,5.957960901,1036.178452,3588.746852,16.72749522,31,3
5155,npc_cmip3,4858,14.35324168,23.05656806,9.286573889,4.681547059,9.260047203,3,13.2018478,17.71947114,5.355271582,1096.662329,3651.853345,27.97786868,16,2
5201,npc_cmip3,4904,11.86081662,24.04614343,7.227209328,4.624950001,6.84955279,5,13.0154226,14.78313229,5.769001004,1063.171424,3567.766725,17.01631203,49,5
5217,npc_cmip3,4920,11.92363459,24.04638343,7.23418254,4.694452215,4.062645835,9,10.74846309,14.63285898,5.741574074,1059.407505,3595.86315,19.00123507,7,4
5227,npc_cmip3,4930,11.87223455,22.85844675,7.23409854,4.406518526,1.815138142,8,11.67201036,14.3452024,4.67841839,1069.483947,3632.856666,23.45109228,21,3
5244,npc_cmip3,4947,11.74347324,23.27469866,7.227149328,3.802369766,2.311568995,7,11.13743738,14.87735299,5.193596784,1051.353396,3545.153682,14.55970913,51,7
5247,npc_cmip3,4950,11.60796359,23.27461466,7.89178459,5.104050473,8.039019083,5,12.49189743,16.42062424,5.440598549,1106.313449,3700,35.61997449,18,3
5263,npc_cmip3,4966,13.68356355,19.93138374,6.879523823,4.056816176,7.593879642,3,12.46452745,14.27147716,5.762095639,1064.953006,3580.361339,18.12625146,34,3
5281,npc_cmip3,4984,12.87049056,20.24235617,7.963191189,4.122091891,7.513876423,6,12.16208403,14.45887389,5.456800911,1068.037121,3603.953945,20.39579003,5,4
5316,npc_cmip3,5019,12.0638891,17.46580219,6.300707732,2.627109849,3.83130064,12,11.43647587,13.01611764,5.399530831,1091.735984,3650.588797,27.38947686,23,5
5317,npc_cmip3,5020,9.535901931,17.46564619,6.069403801,3.431104907,4.189786142,17,8.492682523,11.7089372,4.245321457,1060.335834,3579.605781,17.71135059,10,9
5345,npc_cmip3,5048,10.66510021,18.92373482,8.537554533,2.835917225,2.884547246,9,10.97951696,12.64294235,5.272075836,1053.267153,3595.522018,18.5137687,37,8
5363,npc_cmip3,5066,15.58163731,20.24801965,9.388905351,3.413608321,5.998307915,2,13.1820071,16.31602168,4.40226494,1059.650215,3584.52198,18.05682334,29,2
5369,npc_cmip3,5072,14.28563447,20.63779176,10.53941603,3.010164895,5.036597235,3,13.15405058,15.48150774,4.730000343,1046.789468,3550.956741,14.61510403,46,3
5378,npc_cmip3,5081,15.42089402,19.91518624,10.04919999,3.064726078,5.40927608,8,11.91990498,15.48716449,5.308076546,1066.132981,3589.92703,19.00484203,18,3
5379,npc_cmip3,5082,11.29981116,20.24818765,9.388881351,3.428431112,4.6594244,5,11.6535463,14.75750282,4.573106039,1009.239757,3529.668688,10.82689101,49,5
5382,npc_cmip3,5085,11.78815598,17.20833814,9.657694379,2.539948385,4.767468055,5,11.6311049,13.55489329,5.490200536,1068.106498,3631.94451,23.24052266,22,5
5403,npc_cmip3,5106,9.90969971,28.57872408,7.997745068,5.183235328,3.962220131,6,9.914909195,13.96234123,5.328991065,1065.659808,3612.795276,21.04654744,37,8
5415,npc_cmip3,5118,10.76002476,28.57842408,5.690390969,4.941245483,5.581630162,9,9.704908679,13.8028724,4.386307296,1089.336108,3621.274757,23.84241169,4,4
